Unnamed: 0,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
3414,0,28.0,1,3,18.0,3,1,4,2.0,0,3.0,0,2.0,0,3,1,2.0,1,21212.0
3687,0,46.0,1,2,11.0,2,1,3,6.0,3,3.0,1,6.0,0,1,1,2.0,3,28434.0
4420,0,38.0,1,1,10.0,2,2,3,4.0,3,3.0,1,3.0,0,1,1,1.0,3,28112.0
1572,1,20.0,0,1,12.0,2,1,3,4.0,0,3.0,2,2.0,1,1,0,0.0,1,17926.0
636,1,35.0,0,1,31.0,2,1,3,3.0,0,4.0,1,2.0,1,3,0,0.0,1,17022.0
8,0,38.0,0,1,29.0,2,2,2,4.0,3,3.0,3,1.0,0,3,0,0.0,3,24526.0
3834,1,29.0,1,1,24.0,1,2,3,5.0,0,3.0,1,7.0,0,3,0,2.0,1,21045.0
3184,0,36.0,1,1,17.0,2,2,3,4.0,0,3.0,1,3.0,0,5,1,1.0,1,22595.0
4654,0,36.0,1,1,17.0,2,2,3,4.0,0,3.0,1,3.0,0,5,0,1.0,1,22595.0
2730,1,45.0,0,1,31.0,2,2,3,4.0,0,3.0,1,5.0,1,5,0,2.0,1,21839.0
4408,0,35.0,1,3,21.0,1,1,3,4.0,0,3.0,1,3.0,1,5,1,1.0,1,21257.0
4743,1,34.0,1,3,16.0,3,0,4,4.0,1,5.0,3,2.0,1,3,0,1.0,2,26902.0
3527,1,41.0,1,1,16.0,2,2,3,4.0,0,5.0,2,5.0,0,1,1,2.0,1,20696.0
855,0,37.0,1,1,6.0,2,1,2,4.0,1,3.0,0,2.0,0,2,1,1.0,2,21474.0
4290,0,52.0,1,3,21.0,2,1,3,4.0,1,3.0,1,6.0,0,3,1,1.0,2,23614.0
4517,0,46.0,1,1,9.0,2,1,4,5.0,0,3.0,2,3.0,0,3,1,1.0,1,20952.0
1295,0,41.0,1,3,10.0,3,1,2,3.0,3,3.0,1,1.0,1,1,0,1.0,3,25447.0
1705,0,43.0,1,3,22.0,3,1,3,3.0,4,3.0,1,6.0,1,3,0,0.0,0,31064.0
81,0,35.0,1,1,6.0,3,2,1,4.0,0,3.0,2,2.0,0,4,1,0.0,1,17859.0
2011,0,36.0,0,1,14.0,2,1,3,1.0,3,5.0,1,1.0,0,3,0,1.0,3,26713.0
3849,0,32.0,0,1,17.0,3,1,3,4.0,3,3.0,1,6.0,0,1,1,2.0,3,29709.0
2337,0,50.0,0,1,8.0,3,1,1,3.0,4,5.0,1,3.0,0,3,0,0.0,0,32856.0
2198,0,54.0,1,1,23.0,1,1,2,3.0,3,3.0,1,1.0,0,5,0,0.0,3,25739.0
856,0,20.0,1,1,9.0,2,2,2,4.0,0,3.0,2,2.0,0,3,0,1.0,1,18033.0
2859,1,35.0,0,3,13.0,3,1,3,6.0,0,3.0,1,2.0,0,4,1,2.0,1,21029.0
992,0,39.0,0,1,31.0,2,2,3,3.0,3,3.0,0,4.0,0,1,0,0.0,3,25920.0
3425,1,36.0,0,3,25.0,3,1,4,4.0,1,3.0,0,2.0,1,5,1,3.0,2,23292.0
4485,0,27.0,0,1,7.0,2,1,4,6.0,0,3.0,1,5.0,0,4,1,1.0,1,23042.0
3641,0,21.0,1,3,16.0,2,2,3,4.0,0,5.0,3,3.0,0,1,0,2.0,1,21406.0
1713,0,40.0,1,1,30.0,1,2,3,3.0,1,3.0,1,2.0,0,3,1,1.0,2,18319.0
3544,0,36.0,1,3,35.0,2,1,4,5.0,0,3.0,1,2.0,0,4,1,3.0,1,21108.0
3065,0,37.0,1,3,7.0,2,2,3,4.0,1,3.0,0,3.0,1,3,1,2.0,2,24879.0
3052,1,56.0,1,3,9.0,3,2,3,4.0,1,3.0,3,6.0,0,2,0,2.0,2,23838.0
1128,0,36.0,0,1,12.0,2,2,3,1.0,1,5.0,1,4.0,1,4,1,1.0,2,20562.0
1395,1,31.0,0,3,32.0,3,2,3,3.0,1,3.0,1,2.0,1,3,0,1.0,2,20617.0
476,0,24.0,1,1,23.0,2,2,3,4.0,0,4.0,0,2.0,0,3,1,1.0,1,17127.0
3592,0,40.0,1,1,17.0,3,2,4,4.0,1,5.0,1,4.0,0,5,1,3.0,2,24055.0
3531,0,35.0,1,3,14.0,1,2,3,4.0,0,3.0,1,2.0,1,1,0,2.0,1,20986.0
3124,0,37.0,1,1,14.0,2,2,4,4.0,0,3.0,3,4.0,0,3,0,3.0,1,23356.0
37,0,35.0,1,3,8.0,3,1,3,3.0,0,3.0,0,2.0,0,2,1,0.0,1,17014.0
2833,0,38.0,1,1,17.0,2,2,3,4.0,1,4.0,3,4.0,1,5,0,2.0,2,22875.0
3165,0,51.0,1,1,31.0,2,2,4,4.0,4,3.0,0,5.0,1,4,0,1.0,0,32651.0
3632,0,30.0,1,3,12.0,3,2,3,5.0,1,4.0,1,3.0,1,5,0,1.0,2,22865.0
768,0,40.0,1,3,32.0,3,2,3,3.0,1,5.0,0,2.0,0,2,1,1.0,2,23396.0
711,1,29.0,1,1,16.0,2,1,3,4.0,0,5.0,2,7.0,1,5,1,1.0,1,17404.0
425,0,50.0,1,1,35.0,2,2,2,4.0,4,3.0,0,1.0,0,5,1,1.0,0,32046.0
2561,0,37.0,0,3,18.0,1,1,4,4.0,3,3.0,0,2.0,0,5,0,1.0,3,28416.0
2790,0,42.0,1,1,13.0,3,2,4,5.0,1,4.0,3,8.0,1,3,1,1.0,2,24710.0
4433,0,30.0,0,1,7.0,2,2,4,6.0,0,3.0,1,3.0,0,1,0,3.0,1,21398.0
4231,1,53.0,1,1,15.0,3,2,3,5.0,1,4.0,1,4.0,0,1,1,1.0,2,23619.0
3742,1,47.0,1,1,28.0,3,1,4,4.0,1,4.0,1,6.0,0,3,1,3.0,2,27604.0
2599,0,30.0,0,1,7.0,1,2,3,4.0,1,3.0,0,3.0,0,3,0,2.0,2,22997.0
1671,0,49.0,0,1,24.0,2,2,3,3.0,1,3.0,1,2.0,1,1,0,0.0,2,21804.0
3331,0,43.0,0,1,33.0,3,1,3,4.0,3,5.0,0,5.0,1,3,0,2.0,3,31869.0
2743,0,52.0,1,1,9.0,3,2,3,6.0,1,4.0,1,7.0,0,2,0,1.0,2,24160.0
2545,0,33.0,1,1,7.0,2,2,4,4.0,0,5.0,3,3.0,0,2,0,3.0,1,21634.0
3906,0,40.0,1,3,31.0,3,1,3,5.0,4,3.0,1,2.0,0,1,1,2.0,0,30709.0
3217,0,37.0,1,1,19.0,3,0,3,5.0,3,3.0,3,2.0,0,2,1,1.0,3,27536.0
3921,0,31.0,1,1,31.0,2,2,4,4.0,0,3.0,1,3.0,0,3,1,3.0,1,21371.0
1237,1,32.0,1,3,6.0,2,2,2,5.0,1,4.0,3,7.0,0,3,0,1.0,2,21735.0
660,1,58.0,0,1,8.0,2,2,2,4.0,0,3.0,1,1.0,1,2,0,0.0,1,17380.0
219,0,54.0,1,3,9.0,3,1,2,3.0,1,5.0,0,3.0,0,4,1,1.0,2,20940.0
528,1,50.0,0,3,14.0,1,2,2,3.0,1,3.0,0,4.0,1,5,1,0.0,2,21796.0
2391,1,28.0,1,1,14.0,2,1,2,4.0,0,4.0,2,2.0,0,4,0,1.0,1,17154.0
4047,0,42.0,1,3,16.0,2,2,4,4.0,3,3.0,1,5.0,1,1,0,2.0,3,26867.0
2657,0,52.0,1,1,15.0,2,2,3,5.0,3,4.0,0,7.0,0,3,1,2.0,3,31168.0
714,0,50.0,1,1,6.0,3,2,3,3.0,4,3.0,1,1.0,0,5,0,2.0,0,32399.0
2971,0,33.0,1,3,17.0,3,2,3,4.0,1,3.0,3,3.0,0,4,0,2.0,2,24074.0
355,0,26.0,1,3,6.0,2,2,2,3.0,1,3.0,0,2.0,0,5,1,0.0,2,20296.0
1648,0,46.0,1,3,6.0,3,1,3,3.0,3,5.0,1,2.0,0,1,1,2.0,3,25453.0
2247,1,21.0,1,1,16.0,2,1,2,4.0,0,5.0,2,2.0,0,3,0,1.0,1,16416.0
4445,0,33.0,1,1,10.0,2,1,3,4.0,3,3.0,2,5.0,0,1,1,1.0,3,29837.0
2777,0,44.0,1,1,14.0,2,1,3,4.0,3,5.0,0,2.0,0,5,1,1.0,3,28663.0
2085,0,27.0,0,1,9.0,3,2,2,3.0,0,3.0,1,2.0,0,1,0,0.0,1,16706.0
2741,0,36.0,1,3,23.0,3,2,4,4.0,3,4.0,0,2.0,0,2,1,3.0,3,26698.0
4612,0,36.0,1,3,25.0,3,1,3,4.0,1,3.0,1,3.0,0,4,1,2.0,2,23279.0
1565,0,54.0,1,1,8.0,1,1,2,3.0,3,3.0,1,1.0,0,4,0,0.0,3,28549.0
1873,0,41.0,1,3,6.0,3,2,2,1.0,3,5.0,1,2.0,0,3,1,1.0,3,23392.0
4023,0,23.0,1,1,22.0,3,1,3,4.0,0,3.0,3,3.0,0,1,1,2.0,1,21549.0
477,0,50.0,0,2,9.0,3,2,2,3.0,2,4.0,0,2.0,0,2,1,0.0,4,33200.0
3889,0,42.0,1,1,35.0,2,1,3,5.0,4,4.0,1,2.0,0,5,1,2.0,0,32248.0
463,1,26.0,1,1,30.0,1,2,3,5.0,0,3.0,2,2.0,1,3,1,2.0,1,17340.0
2487,0,28.0,0,3,15.0,2,2,3,4.0,3,3.0,3,3.0,0,2,1,1.0,3,27404.0
2330,1,22.0,0,1,9.0,2,2,2,4.0,0,3.0,1,1.0,1,3,0,1.0,1,17853.0
4491,0,38.0,1,1,17.0,2,1,3,4.0,0,5.0,1,2.0,1,3,1,1.0,1,21460.0
1415,0,33.0,0,1,6.0,3,2,2,4.0,0,3.0,1,2.0,0,3,0,0.0,1,17008.0
2072,0,30.0,1,1,8.0,3,1,2,4.0,1,3.0,3,6.0,1,1,1,1.0,2,21877.0
3690,1,31.0,0,2,15.0,2,1,4,5.0,0,3.0,1,8.0,0,5,1,3.0,1,20858.0
3287,0,27.0,1,1,10.0,3,2,3,2.0,0,3.0,0,3.0,0,5,1,2.0,1,23098.0
173,0,30.0,0,1,15.0,3,2,3,3.0,1,5.0,1,2.0,0,2,0,1.0,2,18072.0
4179,0,30.0,1,3,9.0,3,2,4,5.0,1,4.0,1,4.0,0,4,1,1.0,2,25322.0
611,0,35.0,1,1,13.0,2,2,2,3.0,3,3.0,3,4.0,0,3,0,0.0,3,25221.0
245,0,31.0,0,1,9.0,3,2,3,3.0,3,3.0,1,1.0,0,4,1,2.0,3,28675.0
3270,0,39.0,1,2,7.0,2,2,3,2.0,0,3.0,0,3.0,0,4,1,1.0,1,21522.0
2513,1,37.0,1,1,16.0,3,2,4,5.0,0,3.0,0,2.0,1,2,0,2.0,1,22066.0
4499,1,24.0,1,1,13.0,2,2,4,2.0,0,5.0,1,3.0,1,3,0,1.0,1,20279.0
1647,1,19.0,1,1,8.0,2,2,2,4.0,0,3.0,2,2.0,0,5,1,0.0,1,16102.0
4276,0,22.0,0,3,16.0,3,2,3,4.0,0,3.0,3,3.0,0,4,1,1.0,1,21288.0
242,0,41.0,1,1,25.0,2,2,2,3.0,1,5.0,1,3.0,0,2,1,0.0,2,18072.0
1117,0,34.0,1,1,6.0,2,2,2,3.0,1,3.0,1,1.0,0,4,1,0.0,2,20484.0
3125,0,39.0,1,1,7.0,1,1,4,4.0,3,5.0,0,3.0,0,4,1,3.0,3,32260.0
4102,0,35.0,0,1,9.0,2,2,3,5.0,1,3.0,1,3.0,0,4,0,2.0,2,28225.0
1076,0,54.0,0,1,17.0,3,1,2,3.0,4,3.0,1,4.0,0,3,1,0.0,0,31032.0
728,0,54.0,1,1,23.0,1,1,2,3.0,3,3.0,0,1.0,0,5,1,0.0,3,25739.0
3777,1,47.0,1,3,17.0,2,1,4,4.0,3,4.0,1,7.0,0,1,0,3.0,3,25992.0
1160,0,45.0,1,1,8.0,2,1,2,4.0,1,3.0,1,2.0,0,4,1,1.0,2,20770.0
795,0,37.0,1,3,16.0,2,1,2,4.0,1,3.0,1,3.0,1,4,0,0.0,2,21694.0
2648,1,39.0,1,1,36.0,3,2,4,4.0,1,5.0,0,2.0,1,3,0,2.0,2,25351.0
204,1,38.0,1,1,35.0,3,2,3,3.0,1,5.0,0,1.0,1,3,0,1.0,2,21673.0
2708,1,29.0,1,1,9.0,2,2,4,4.0,0,3.0,3,4.0,0,4,1,2.0,1,22163.0
1806,1,29.0,1,1,14.0,2,2,3,5.0,0,5.0,1,2.0,1,3,0,1.0,1,17119.0
2641,0,43.0,0,1,28.0,3,1,3,4.0,1,3.0,1,4.0,0,2,0,1.0,2,23943.0
3388,0,29.0,0,1,7.0,2,1,3,6.0,1,3.0,0,2.0,0,3,1,1.0,2,25352.0
1184,0,54.0,1,1,28.0,3,1,3,3.0,4,3.0,1,4.0,0,1,1,1.0,0,32426.0
2499,0,34.0,0,1,7.0,2,1,4,4.0,3,3.0,2,3.0,1,2,1,1.0,3,32136.0
683,1,25.0,1,3,25.0,3,2,2,4.0,0,4.0,0,2.0,1,2,0,0.0,1,17413.0
1750,0,53.0,1,1,9.0,3,2,2,3.0,4,3.0,1,4.0,1,5,1,0.0,0,32584.0
4786,0,34.0,0,3,32.0,3,1,3,4.0,1,3.0,1,3.0,0,3,0,2.0,2,23217.0
4551,0,33.0,0,1,7.0,2,2,4,4.0,0,3.0,1,2.0,0,5,1,1.0,1,20992.0
4736,0,35.0,0,1,9.0,2,2,4,4.0,1,3.0,3,4.0,0,4,1,2.0,2,22711.0
769,0,26.0,0,1,6.0,3,1,3,4.0,0,3.0,1,2.0,0,2,1,0.0,1,17007.0
2850,0,53.0,1,1,10.0,3,2,3,5.0,3,3.0,0,4.0,1,2,0,1.0,3,26647.0
4527,0,35.0,1,2,10.0,2,2,3,4.0,0,3.0,1,2.0,0,1,1,1.0,1,22415.0
2260,0,33.0,1,1,11.0,2,2,2,4.0,3,3.0,1,5.0,0,3,1,1.0,3,22119.0
2538,0,33.0,1,3,13.0,3,2,3,4.0,1,3.0,3,3.0,0,5,1,1.0,2,23688.0
938,0,58.0,1,1,29.0,2,2,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17372.0
804,0,48.0,0,1,6.0,3,2,2,1.0,4,3.0,2,3.0,0,2,0,0.0,0,31885.0
2949,0,27.0,1,1,13.0,2,1,4,4.0,0,3.0,0,3.0,1,2,0,1.0,1,21337.0
3013,0,37.0,0,3,15.0,2,2,4,5.0,3,5.0,3,3.0,0,2,0,3.0,3,26265.0
2639,0,38.0,1,1,28.0,2,2,4,3.0,0,5.0,0,3.0,1,3,0,3.0,1,22242.0
1402,0,31.0,1,1,8.0,3,1,2,5.0,0,3.0,1,2.0,1,5,1,0.0,1,16129.0
4296,1,27.0,0,1,10.0,1,2,4,4.0,0,5.0,3,2.0,0,3,0,2.0,1,21780.0
60,0,32.0,1,1,6.0,3,2,2,3.0,1,3.0,0,2.0,1,4,1,0.0,2,21162.0
2879,1,34.0,1,1,22.0,3,2,3,4.0,3,3.0,0,2.0,1,5,0,1.0,3,32288.0
1179,0,34.0,1,1,9.0,2,1,3,3.0,1,4.0,1,2.0,0,5,1,2.0,2,20433.0
4414,0,33.0,1,1,16.0,2,1,4,4.0,1,3.0,1,3.0,1,5,1,3.0,2,25000.0
962,0,51.0,1,2,11.0,2,2,2,3.0,4,4.0,1,2.0,1,3,1,1.0,0,29026.0
1812,0,31.0,1,1,13.0,3,1,2,3.0,3,3.0,3,2.0,1,4,1,1.0,3,22143.0
3047,0,46.0,1,1,9.0,2,1,4,5.0,0,3.0,2,3.0,0,3,1,2.0,1,20952.0
2006,0,60.0,1,3,22.0,3,2,2,3.0,1,5.0,2,1.0,0,4,1,1.0,2,20405.0
4094,0,32.0,1,1,19.0,3,1,4,4.0,0,3.0,1,2.0,1,4,1,2.0,1,22607.0
2314,0,30.0,1,3,16.0,3,2,3,4.0,1,3.0,1,2.0,0,1,0,1.0,2,21578.0
1801,0,27.0,0,3,6.0,3,2,3,3.0,1,4.0,1,1.0,1,1,0,1.0,2,21349.0
4299,1,31.0,0,1,11.0,1,2,3,4.0,0,3.0,2,2.0,1,4,1,1.0,1,20963.0
1072,0,29.0,0,1,8.0,2,1,3,3.0,0,4.0,0,1.0,0,5,0,2.0,1,18180.0
3239,0,38.0,1,3,17.0,2,1,3,5.0,1,3.0,1,4.0,1,4,0,1.0,2,25372.0
3121,0,50.0,1,1,15.0,2,1,3,4.0,3,4.0,0,6.0,0,4,0,1.0,3,26081.0
3233,1,45.0,1,2,7.0,3,2,4,5.0,3,5.0,0,2.0,0,4,1,1.0,3,29160.0
1751,0,42.0,1,3,6.0,2,2,1,3.0,1,3.0,1,2.0,0,3,1,0.0,2,19907.0
3640,0,42.0,1,3,30.0,2,2,4,4.0,3,3.0,3,5.0,1,3,0,3.0,3,25760.0
1817,0,47.0,0,3,10.0,3,2,3,3.0,1,3.0,2,4.0,0,4,0,2.0,2,17976.0
1371,0,56.0,1,3,17.0,3,1,2,4.0,1,5.0,1,5.0,0,5,0,1.0,2,20380.0
4548,0,26.0,1,3,10.0,2,2,4,4.0,1,5.0,1,3.0,1,4,0,3.0,2,22872.0
3222,0,47.0,1,1,15.0,2,1,4,5.0,1,5.0,1,2.0,1,2,1,3.0,2,23293.0
4360,0,42.0,0,3,17.0,2,2,3,4.0,1,3.0,3,2.0,0,1,0,2.0,2,24908.0
4461,1,43.0,0,1,26.0,3,2,3,2.0,0,3.0,1,8.0,1,3,0,1.0,1,21437.0
2341,1,24.0,1,1,23.0,2,1,3,3.0,0,4.0,1,2.0,0,1,1,2.0,1,17210.0
3797,1,35.0,0,1,23.0,1,2,3,6.0,0,5.0,1,3.0,1,3,1,1.0,1,20985.0
2536,0,31.0,1,3,11.0,3,1,4,5.0,1,4.0,1,3.0,1,3,1,2.0,2,23887.0
2185,0,33.0,0,1,6.0,2,1,2,1.0,1,4.0,1,2.0,1,3,1,0.0,2,20488.0
3872,0,33.0,1,3,7.0,3,2,4,5.0,0,4.0,1,2.0,0,1,0,3.0,1,20947.0
2888,0,49.0,1,3,9.0,3,1,3,4.0,1,3.0,0,4.0,0,5,1,1.0,2,22729.0
2928,0,32.0,1,3,13.0,3,2,4,3.0,1,3.0,1,6.0,0,5,1,3.0,2,24138.0
4115,0,50.0,0,1,25.0,2,2,4,4.0,1,3.0,1,3.0,1,1,0,1.0,2,25482.0
3942,0,45.0,1,1,14.0,3,1,3,5.0,3,3.0,1,5.0,0,4,0,1.0,3,28926.0
2118,0,37.0,0,3,27.0,3,1,2,3.0,0,3.0,1,6.0,0,1,1,0.0,1,17973.0
3498,0,50.0,1,1,14.0,2,2,3,4.0,3,4.0,1,5.0,0,4,0,2.0,3,29144.0
3935,1,37.0,1,3,16.0,2,2,3,5.0,0,5.0,3,2.0,0,1,0,1.0,1,22085.0
2584,1,33.0,1,1,16.0,3,1,3,4.0,0,5.0,3,2.0,0,4,1,2.0,1,22878.0
4114,0,28.0,0,1,7.0,1,2,3,5.0,1,5.0,1,7.0,0,3,1,1.0,2,22976.0
3058,1,27.0,0,1,12.0,3,1,3,5.0,0,3.0,0,3.0,1,2,0,2.0,1,21044.0
2791,0,48.0,0,3,11.0,3,2,3,4.0,1,3.0,3,5.0,0,4,0,2.0,2,21654.0
1108,0,35.0,1,1,6.0,3,2,3,4.0,0,5.0,2,2.0,0,1,0,2.0,1,17450.0
1185,0,43.0,1,1,21.0,2,2,3,4.0,4,3.0,1,2.0,0,3,1,1.0,0,32603.0
2028,0,32.0,0,1,30.0,2,2,3,3.0,1,3.0,1,2.0,0,4,1,2.0,2,20309.0
1277,0,46.0,1,1,8.0,3,2,2,3.0,2,3.0,1,1.0,1,1,1,1.0,4,34328.0
3796,0,45.0,1,1,7.0,2,2,4,2.0,1,5.0,1,4.0,0,3,1,3.0,2,23711.0
2832,0,43.0,1,1,7.0,2,1,4,4.0,0,5.0,1,5.0,0,3,1,2.0,1,21254.0
1448,0,41.0,1,3,9.0,2,2,2,4.0,1,4.0,1,3.0,0,3,0,1.0,2,23938.0
3451,1,30.0,0,1,21.0,2,0,3,4.0,3,3.0,3,2.0,1,5,1,1.0,3,26231.0
4483,0,37.0,0,3,15.0,2,2,4,5.0,3,5.0,3,3.0,0,1,0,1.0,3,26265.0
260,0,32.0,0,1,13.0,2,2,3,2.0,0,4.0,0,2.0,0,2,0,1.0,1,17794.0
2849,1,26.0,1,1,10.0,3,2,4,4.0,0,5.0,0,7.0,0,5,1,2.0,1,22709.0
72,0,31.0,1,1,6.0,3,2,2,3.0,0,4.0,2,2.0,0,3,0,0.0,1,17501.0
1544,0,36.0,1,1,12.0,2,1,2,1.0,0,3.0,1,4.0,0,1,0,0.0,1,18038.0
2372,1,27.0,1,3,8.0,3,1,3,5.0,2,4.0,2,3.0,1,5,1,1.0,4,17517.0
1893,0,30.0,0,3,28.0,2,1,3,3.0,3,5.0,1,1.0,0,1,1,1.0,3,23412.0
4797,0,34.0,1,1,16.0,3,2,3,4.0,0,3.0,1,2.0,0,1,0,2.0,1,21459.0
2956,0,28.0,1,1,10.0,3,2,3,5.0,0,3.0,2,2.0,0,2,0,1.0,1,20723.0
973,0,35.0,1,1,6.0,3,1,2,4.0,1,3.0,0,1.0,0,1,1,1.0,2,20363.0
3633,0,34.0,1,3,9.0,3,2,4,4.0,1,3.0,1,3.0,0,3,1,2.0,2,24183.0
3923,0,37.0,1,1,34.0,3,2,4,4.0,1,3.0,1,8.0,0,3,0,1.0,2,23915.0
1380,0,35.0,1,3,24.0,3,2,3,3.0,1,5.0,1,1.0,0,3,0,0.0,2,17144.0
1642,0,36.0,0,1,9.0,3,2,1,3.0,0,4.0,2,5.0,0,4,1,0.0,1,17088.0
4885,1,52.0,1,3,17.0,2,1,4,4.0,3,4.0,1,7.0,0,1,1,3.0,3,31820.0
3707,0,43.0,1,1,19.0,3,2,3,4.0,0,4.0,1,2.0,0,1,1,2.0,1,21444.0
2177,0,47.0,0,1,22.0,3,2,3,1.0,1,3.0,1,2.0,1,1,1,0.0,2,20067.0
2698,0,30.0,1,3,27.0,3,2,3,4.0,1,3.0,1,4.0,0,2,1,2.0,2,25609.0
729,0,35.0,1,1,31.0,3,1,2,3.0,3,3.0,1,2.0,1,3,1,1.0,3,25388.0
2576,1,32.0,1,3,27.0,2,1,4,6.0,1,3.0,0,5.0,1,3,1,1.0,2,23237.0
4174,0,33.0,0,1,14.0,2,2,4,2.0,0,4.0,1,3.0,0,1,0,2.0,1,21472.0
2378,1,33.0,1,3,31.0,3,2,2,4.0,3,4.0,3,3.0,1,5,1,0.0,3,23380.0
1203,0,53.0,1,1,30.0,3,2,2,1.0,3,3.0,1,4.0,0,3,0,1.0,3,22005.0
1382,0,31.0,0,1,9.0,3,2,2,3.0,0,5.0,1,2.0,1,1,0,0.0,1,18065.0
231,0,42.0,1,1,10.0,1,2,2,3.0,2,3.0,0,2.0,0,2,0,1.0,4,34232.0
3614,0,28.0,0,1,9.0,3,2,3,4.0,0,3.0,2,4.0,0,3,0,2.0,1,21258.0
2984,1,29.0,1,1,7.0,2,1,4,6.0,0,4.0,2,2.0,1,2,1,1.0,1,20894.0
3408,0,35.0,1,3,22.0,3,0,4,4.0,1,5.0,3,3.0,0,1,1,3.0,2,24803.0
3120,0,36.0,1,1,28.0,2,1,3,4.0,1,3.0,0,3.0,1,3,0,2.0,2,22692.0
4705,1,36.0,1,3,11.0,1,2,3,4.0,3,5.0,3,2.0,1,4,1,2.0,3,28260.0
2371,1,48.0,0,3,30.0,2,2,3,5.0,0,3.0,2,2.0,1,1,1,2.0,1,17559.0
2319,1,43.0,1,3,15.0,3,1,2,5.0,1,3.0,2,1.0,0,1,0,0.0,2,20346.0
278,0,26.0,0,1,6.0,2,1,2,3.0,1,4.0,1,2.0,0,5,0,1.0,2,21397.0
2200,0,30.0,1,1,14.0,2,1,3,1.0,3,5.0,1,1.0,1,1,0,2.0,3,26416.0
669,1,39.0,1,1,12.0,3,2,3,3.0,0,5.0,0,1.0,1,2,1,1.0,1,17404.0
1651,0,34.0,1,1,33.0,3,1,3,3.0,0,4.0,2,3.0,0,3,0,0.0,1,17311.0
4014,1,38.0,1,2,13.0,2,2,4,4.0,0,5.0,1,6.0,1,1,0,3.0,1,20751.0
4849,1,33.0,0,1,10.0,2,0,3,4.0,0,3.0,3,3.0,0,4,1,1.0,1,24887.0
880,0,32.0,0,1,19.0,2,1,3,4.0,0,4.0,0,2.0,0,5,0,0.0,1,17743.0
2087,0,44.0,1,1,10.0,3,2,2,3.0,1,4.0,2,1.0,0,1,1,1.0,2,20933.0
1816,0,41.0,1,1,12.0,3,2,3,4.0,1,4.0,2,7.0,1,3,1,2.0,2,21032.0
2705,0,39.0,0,3,9.0,2,2,3,5.0,1,3.0,0,5.0,0,5,1,2.0,2,23927.0
3548,0,30.0,1,1,16.0,2,2,4,2.0,0,3.0,1,8.0,0,5,1,1.0,1,21129.0
4484,0,53.0,0,1,26.0,3,2,3,4.0,0,3.0,1,2.0,0,3,1,1.0,1,22936.0
2618,0,46.0,1,3,11.0,2,1,2,4.0,1,5.0,1,6.0,1,4,0,1.0,2,23684.0
1327,0,46.0,1,3,9.0,1,1,2,1.0,4,5.0,1,3.0,0,3,1,0.0,0,28225.0
257,0,40.0,1,1,8.0,3,2,2,3.0,2,3.0,1,1.0,0,5,0,0.0,4,34436.0
4589,0,32.0,1,3,14.0,2,2,3,5.0,0,3.0,1,5.0,0,4,1,2.0,1,21007.0
706,1,40.0,0,3,30.0,2,0,3,1.0,4,4.0,3,5.0,1,3,1,2.0,0,28194.0
384,0,36.0,1,3,8.0,3,2,3,4.0,3,3.0,0,2.0,0,2,1,0.0,3,22596.0
757,0,34.0,1,3,6.0,3,2,3,1.0,1,3.0,1,1.0,0,5,1,2.0,2,24725.0
287,0,38.0,1,1,29.0,2,2,2,3.0,1,3.0,1,1.0,0,3,0,0.0,2,20745.0
1976,0,37.0,1,1,9.0,2,2,2,3.0,3,3.0,1,2.0,0,1,1,0.0,3,24434.0
1193,0,38.0,0,1,8.0,3,1,2,4.0,0,4.0,2,2.0,0,1,1,0.0,1,17440.0
4021,1,26.0,1,3,12.0,3,2,3,5.0,1,3.0,3,3.0,1,3,0,2.0,2,24422.0
1921,0,42.0,1,1,30.0,3,2,2,3.0,3,5.0,1,2.0,1,1,1,0.0,3,22406.0
138,0,25.0,1,3,34.0,2,2,2,4.0,1,3.0,0,3.0,0,4,0,0.0,2,23639.0
4233,0,33.0,1,3,15.0,1,1,4,5.0,1,4.0,1,3.0,1,1,1,3.0,2,23906.0
1392,0,35.0,1,3,13.0,2,1,2,3.0,1,3.0,1,2.0,1,4,1,1.0,2,20204.0
3484,0,41.0,0,1,15.0,3,2,3,5.0,3,4.0,1,4.0,0,1,1,2.0,3,32435.0
283,0,55.0,1,1,26.0,1,2,2,3.0,1,3.0,0,4.0,1,2,1,1.0,2,20415.0
2762,0,28.0,1,1,12.0,2,1,3,4.0,0,4.0,2,3.0,1,3,0,2.0,1,21156.0
4242,0,34.0,0,3,17.0,3,2,3,5.0,1,3.0,3,5.0,0,3,1,1.0,2,23360.0
590,0,33.0,1,1,13.0,3,2,2,3.0,3,3.0,0,1.0,0,4,0,0.0,3,26691.0
2738,0,38.0,0,1,16.0,3,2,3,4.0,0,3.0,0,3.0,1,2,0,1.0,1,21004.0
2915,0,39.0,1,1,17.0,3,1,4,4.0,1,3.0,0,5.0,0,3,1,3.0,2,28502.0
2144,0,58.0,1,1,11.0,1,1,2,4.0,3,4.0,1,3.0,1,5,1,1.0,3,25552.0
1838,1,40.0,1,3,28.0,3,2,3,4.0,1,3.0,1,3.0,1,3,1,0.0,2,21380.0
